status,geschlecht,nationalitaet,studiengang,entscheidung,alter,semester,bereich,vertraut_defense,ethik_im_studium,ethik_vorbereitung,ethik_orientierung,vorstellen_defense,vorstellen_forschung,dualuse_bedenken,gewissenskonflikte,einstellung_veraendert,f17_bucket,rank_gehalt,rank_arbeitsklima,rank_moralische_werte,rank_work_life_balance,rank_gesellschaftlicher_beitrag,rank_interesse_spass,rank_jobsicherheit,rank_karriere,pro_werte_schutz,pro_geopolitik,pro_karrierechancen,pro_finanzielle_gruende,pro_innovation,contra_moralische_bedenken,contra_politische_ueberzeugung,contra_rechtliche_unklarheit,contra_soziales_umfeld,contra_sicherheitsbedenken
student,maennlich,deutsch,Social Data Science & Communication,unentschieden,18-22,1./2. Semester,Ich arbeite nicht,3,"Ja, aber nur am Rande",2,3,3,3,2,2,4,zivil,2,4,8,5,3,6,1,7,1,1,0,0,0,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,militaer,18-22,1./2. Semester,Anderes,5,"Ja, aber nur am Rande",4,2,5,5,2,1,1,unentschieden,4,2,8,5,7,3,6,1,0,1,0,0,0,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,zivil,23-27,1./2. Semester,Anderes,2,Ja,4,4,2,3,2,3,2,militaer,2,5,6,7,8,4,3,1,0,0,1,0,1,0,0,0,0,0
student,weiblich,deutsch,Social Data Science & Communication,unentschieden,28-34,1./2. Semester,Anderes,3,Ja,4,4,3,3,2,1,5,militaer,2,5,1,4,8,7,3,6,1,1,1,1,0,0,0,0,0,1
student,weiblich,deutsch,Social Data Science & Communication,zivil,23-27,3./4. Semester,Data Science / Data Engineering,2,Ja,4,3,2,2,5,5,5,unentschieden,4,3,6,7,8,2,1,5,1,1,1,1,0,1,1,1,1,1
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,3,Nein,5,1,5,5,5,1,5,militaer,5,6,8,7,1,2,4,3,0,1,1,0,0,1,0,1,0,1
student,maennlich,deutsch,Elektrotechnik,unentschieden,23-27,1./2. Semester,Elektrotechnik,3,Nein,1,4,3,4,4,4,2,unentschieden,3,1,5,4,6,2,8,7,0,0,1,1,0,1,1,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,23-27,1./2. Semester,Elektrotechnik,5,Weiß ich nicht,1,2,5,5,5,1,1,unentschieden,8,2,7,6,4,1,3,5,0,0,0,0,1,0,0,0,0,0
student,weiblich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,3,Nein,3,2,4,4,3,2,3,militaer,4,6,7,5,8,2,1,3,1,1,1,0,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,23-27,1./2. Semester,Anderes,4,Nein,3,3,4,4,2,2,4,unentschieden,4,5,8,2,7,1,3,6,1,1,1,1,0,1,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,23-27,1./2. Semester,Maschinenbau und Produktion,2,Nein,2,3,4,5,1,1,1,militaer,4,5,8,3,7,1,2,6,0,0,0,1,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Nein,3,3,5,5,2,1,4,militaer,2,4,8,5,6,1,3,7,1,1,1,1,1,0,0,0,0,0
student,weiblich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,3,Weiß ich nicht,3,3,4,3,4,4,2,militaer,2,3,7,6,8,5,4,1,1,0,1,1,0,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,unentschieden,18-22,1./2. Semester,Elektrotechnik,4,Nein,1,3,3,4,1,4,2,unentschieden,3,6,4,1,8,2,7,5,0,0,0,0,1,1,0,0,1,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Weiß ich nicht,3,3,4,4,3,3,2,unentschieden,2,5,7,4,8,1,3,6,0,1,0,0,1,0,0,0,1,0
student,maennlich,deutsch,Elektrotechnik,unentschieden,18-22,1./2. Semester,Elektrotechnik,2,Nein,1,2,3,3,4,3,3,militaer,3,1,6,4,7,5,2,8,1,1,1,1,1,1,1,0,0,1
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Nein,4,3,5,5,1,1,2,militaer,2,5,8,7,6,3,4,1,0,0,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Nein,3,3,4,4,3,3,2,militaer,2,4,7,8,5,1,6,3,0,0,0,1,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Nein,3,4,5,5,4,3,2,unentschieden,3,4,8,5,7,2,1,6,0,0,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,2,Nein,2,3,4,5,1,2,1,unentschieden,7,5,2,8,1,3,4,6,0,0,0,0,1,0,0,0,0,0
student,weiblich,deutsch,Elektrotechnik,unentschieden,18-22,1./2. Semester,Elektrotechnik,3,Weiß ich nicht,2,5,3,3,4,4,3,unentschieden,5,3,1,4,7,8,2,6,1,0,0,0,0,1,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,18-22,1./2. Semester,Elektrotechnik,1,"Ja, aber nur am Rande",2,2,2,1,2,4,3,militaer,2,4,7,1,8,3,6,5,0,0,1,1,1,1,0,0,1,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Weiß ich nicht,3,3,4,4,3,2,2,unentschieden,1,6,7,4,8,2,3,5,0,0,0,1,1,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,unentschieden,23-27,7./8. Semester,Anderes,2,"Ja, aber nur am Rande",2,4,3,3,3,2,3,unentschieden,3,8,2,1,7,4,6,5,1,1,0,0,0,0,0,1,0,1
student,maennlich,deutsch,Elektrotechnik,militaer,28-34,1./2. Semester,Maschinenbau und Produktion,3,"Ja, aber nur am Rande",3,5,5,5,1,1,4,militaer,5,1,3,6,2,4,7,8,1,1,0,0,1,0,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,18-22,7./8. Semester,Anderes,2,"Ja, aber nur am Rande",2,4,2,2,3,4,4,unentschieden,4,2,3,1,8,5,7,6,0,0,0,1,0,1,0,0,0,0
student,maennlich,deutsch,International Business / BWL,militaer,23-27,5./6. Semester,Ich arbeite nicht,3,"Ja, aber nur am Rande",2,4,4,4,2,2,2,militaer,2,7,5,1,8,3,4,6,0,0,1,1,1,1,0,0,0,0
student,maennlich,deutsch,Maschinenbau,militaer,18-22,5./6. Semester,Maschinenbau und Produktion,5,"Ja, aber nur am Rande",4,3,4,5,2,3,5,unentschieden,6,2,4,7,8,1,5,3,0,1,0,1,1,0,0,0,0,0
student,maennlich,deutsch,Maschinenbau,zivil,23-27,1./2. Semester,Anderes,4,Nein,1,5,1,1,5,5,4,zivil,7,4,1,6,2,3,5,8,0,0,0,0,0,1,1,1,0,1
student,maennlich,deutsch,Social Data Science & Communication,unentschieden,23-27,3./4. Semester,Data Science / Data Engineering,3,Ja,3,4,3,3,3,3,3,unentschieden,3,7,1,4,6,5,8,2,0,1,1,0,0,0,0,0,0,0
student,weiblich,deutsch,Social Data Science & Communication,zivil,23-27,3./4. Semester,Anderes,2,"Ja, aber nur am Rande",3,4,2,1,4,5,3,unentschieden,3,6,5,8,4,2,1,7,0,0,0,1,0,1,0,1,0,1
student,weiblich,deutsch,Social Data Science & Communication,militaer,23-27,1./2. Semester,Data Science / Data Engineering,5,"Ja, aber nur am Rande",5,3,5,5,1,1,1,militaer,6,2,7,5,8,1,4,3,0,0,1,0,1,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,militaer,18-22,1./2. Semester,Anderes,2,Nein,3,3,4,4,2,2,3,unentschieden,6,3,7,1,8,2,5,4,0,0,1,0,0,1,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,unentschieden,18-22,1./2. Semester,Anderes,2,Ja,3,4,3,4,3,2,4,unentschieden,5,2,6,7,4,1,8,3,0,1,0,0,1,0,0,0,0,0
student,weiblich,deutsch,Social Data Science & Communication,unentschieden,18-22,3./4. Semester,Ich arbeite nicht,4,Ja,4,3,3,3,2,2,3,unentschieden,3,2,7,4,8,1,5,6,0,0,1,1,1,1,0,1,0,1
student,weiblich,deutsch,Social Data Science & Communication,zivil,18-22,3./4. Semester,Ich arbeite nicht,4,Ja,4,5,1,2,5,5,4,unentschieden,1,7,4,2,8,3,5,6,0,0,0,0,0,1,1,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,militaer,18-22,3./4. Semester,Data Science / Data Engineering,5,Ja,5,1,5,5,1,1,1,militaer,2,6,8,1,7,4,5,3,1,1,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,zivil,18-22,1./2. Semester,Ich arbeite nicht,3,"Ja, aber nur am Rande",2,4,2,4,2,3,4,zivil,2,7,6,4,5,3,1,8,1,1,0,0,0,0,1,1,0,0
student,maennlich,deutsch,Social Data Science & Communication,unentschieden,23-27,1./2. Semester,Anderes,3,Ja,3,3,3,3,3,3,3,unentschieden,2,5,1,6,7,4,8,3,0,0,0,0,0,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,zivil,18-22,3./4. Semester,Anderes,2,"Ja, aber nur am Rande",2,1,1,1,1,5,4,unentschieden,4,3,5,1,8,6,7,2,0,0,0,0,0,1,1,0,1,0
student,maennlich,deutsch,International Business / BWL,militaer,18-22,3./4. Semester,Ich arbeite nicht,5,Ja,3,4,4,4,2,4,3,militaer,1,2,8,4,6,3,7,5,0,1,0,1,0,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,militaer,18-22,3./4. Semester,Anderes,4,"Ja, aber nur am Rande",2,2,4,2,3,4,5,militaer,1,6,7,5,8,4,3,2,0,0,1,1,1,0,1,0,1,1
student,weiblich,deutsch,International Business / BWL,zivil,18-22,7./8. Semester,Informatik / Software Engineering,2,Ja,4,4,1,4,5,5,4,unentschieden,6,3,5,8,7,1,4,2,0,0,0,1,0,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,18-22,7./8. Semester,Anderes,2,"Ja, aber nur am Rande",3,2,2,3,3,5,3,unentschieden,1,3,8,2,7,5,4,6,0,0,0,1,0,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,unentschieden,18-22,7./8. Semester,Anderes,3,"Ja, aber nur am Rande",2,4,3,2,4,4,4,unentschieden,6,3,1,2,5,4,8,7,0,1,0,1,0,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,18-22,3./4. Semester,Ich arbeite nicht,1,"Ja, aber nur am Rande",4,2,1,2,2,5,2,zivil,3,2,6,5,8,4,7,1,0,0,0,0,0,0,1,0,0,1
student,weiblich,deutsch,International Business / BWL,unentschieden,18-22,3./4. Semester,Anderes,1,"Ja, aber nur am Rande",1,5,3,3,5,5,2,unentschieden,2,3,8,5,7,1,6,4,1,1,0,0,0,1,0,0,0,0
student,maennlich,deutsch,International Business / BWL,militaer,18-22,3./4. Semester,Wirtschaftsingenieurwesen,4,Ja,4,4,5,5,4,2,4,militaer,2,1,8,5,6,4,3,7,0,1,0,0,1,0,0,1,0,0
student,maennlich,deutsch,International Business / BWL,unentschieden,23-27,5./6. Semester,Ich arbeite nicht,4,"Ja, aber nur am Rande",3,3,3,3,3,2,4,unentschieden,8,3,7,2,4,1,5,6,0,0,1,1,1,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,18-22,7./8. Semester,Ich arbeite nicht,1,Ja,4,4,2,3,4,4,2,unentschieden,1,6,5,2,7,3,4,8,1,0,0,0,1,1,0,0,1,0
student,weiblich,deutsch,International Business / BWL,unentschieden,18-22,5./6. Semester,Ich arbeite nicht,4,"Ja, aber nur am Rande",4,3,3,4,2,2,3,militaer,1,7,5,4,8,2,6,3,0,0,0,1,0,0,0,0,0,0
student,maennlich,deutsch,International Business / BWL,militaer,23-27,3./4. Semester,Anderes,5,Ja,5,2,4,4,4,2,4,unentschieden,2,6,5,3,8,1,7,4,1,1,0,1,0,0,0,0,0,0
student,weiblich,deutsch,International Business / BWL,militaer,18-22,3./4. Semester,Anderes,3,Ja,3,5,4,4,2,3,3,unentschieden,5,2,3,4,6,1,8,7,1,1,0,0,0,0,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,28-34,7./8. Semester,Ich arbeite nicht,2,Nein,2,3,1,1,3,5,1,militaer,4,5,6,1,8,7,2,3,0,0,0,1,0,0,1,0,0,0
student,maennlich,deutsch,International Business / BWL,unentschieden,23-27,5./6. Semester,Anderes,3,"Ja, aber nur am Rande",3,3,3,4,2,3,4,unentschieden,2,8,7,1,6,4,5,3,0,0,1,0,0,0,0,0,0,0
student,maennlich,deutsch,International Business / BWL,zivil,18-22,3./4. Semester,Ich arbeite nicht,3,Ja,4,4,1,1,5,5,1,unentschieden,2,1,3,5,6,4,7,8,0,0,0,0,0,1,1,1,1,1
student,maennlich,deutsch,International Business / BWL,unentschieden,18-22,5./6. Semester,Wirtschaftsingenieurwesen,4,Ja,4,5,3,2,5,5,5,unentschieden,5,6,2,3,8,4,1,7,1,1,0,0,0,1,1,1,1,1
student,weiblich,deutsch,International Business / BWL,militaer,18-22,1./2. Semester,Ich arbeite nicht,1,"Ja, aber nur am Rande",2,3,4,2,2,2,2,militaer,2,6,7,4,8,1,5,3,1,0,0,0,1,0,0,1,1,0
student,weiblich,deutsch,Elektrotechnik,zivil,23-27,1./2. Semester,Anderes,2,Weiß ich nicht,2,4,2,4,4,3,2,unentschieden,7,4,1,3,5,2,6,8,1,1,0,0,1,0,1,0,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,18-22,1./2. Semester,Elektrotechnik,2,Weiß ich nicht,3,4,2,4,3,4,1,unentschieden,3,1,5,4,7,2,6,8,0,0,0,1,0,1,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,18-22,1./2. Semester,Elektrotechnik,3,Nein,3,3,2,4,2,3,2,militaer,1,2,7,4,5,6,3,8,0,0,0,1,1,0,0,1,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Ich arbeite nicht,3,"Ja, aber nur am Rande",4,4,4,4,2,2,2,unentschieden,7,2,3,6,8,1,5,4,1,0,0,0,0,0,0,0,0,0
student,weiblich,deutsch,Elektrotechnik,zivil,23-27,1./2. Semester,Elektrotechnik,1,Weiß ich nicht,1,4,2,2,4,4,1,unentschieden,4,1,6,2,8,7,3,5,0,0,0,0,1,1,0,1,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,18-22,1./2. Semester,Informatik / Software Engineering,2,"Ja, aber nur am Rande",4,3,2,2,4,4,1,unentschieden,5,1,6,8,7,3,2,4,1,1,0,0,1,1,0,1,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,2,Nein,1,1,4,5,5,1,3,unentschieden,4,3,7,2,8,1,5,6,0,0,0,0,1,0,0,0,0,1
student,maennlich,deutsch,Elektrotechnik,militaer,23-27,1./2. Semester,Elektrotechnik,5,Nein,5,1,5,5,1,1,3,militaer,1,5,8,2,7,3,4,6,0,0,0,1,0,0,0,0,0,1
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,3,Nein,1,1,5,5,1,1,1,militaer,3,4,8,7,6,1,5,2,0,0,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Nein,3,3,4,3,3,2,3,zivil,2,8,4,1,6,7,3,5,1,1,1,1,1,1,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,23-27,1./2. Semester,Anderes,1,Nein,1,5,2,3,3,4,2,unentschieden,3,2,4,8,7,1,6,5,0,0,0,0,1,1,0,1,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,23-27,1./2. Semester,Elektrotechnik,2,Nein,2,4,2,4,2,2,4,unentschieden,6,5,7,2,8,1,3,4,1,0,0,0,1,0,0,1,0,0
student,weiblich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,4,Nein,4,5,5,5,2,1,4,unentschieden,5,2,7,4,6,1,8,3,1,1,0,0,1,0,0,0,0,1
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,2,Nein,5,1,4,4,2,3,4,zivil,3,2,4,1,8,5,6,7,0,0,1,1,1,0,0,0,0,1
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Ich arbeite nicht,3,Weiß ich nicht,5,1,5,5,1,1,1,militaer,1,2,8,7,5,3,6,4,0,0,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,zivil,23-27,1./2. Semester,Ich arbeite nicht,3,"Ja, aber nur am Rande",4,4,2,3,5,5,4,unentschieden,1,8,4,3,6,2,5,7,0,0,0,0,0,1,1,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Anderes,2,Weiß ich nicht,2,4,4,4,3,2,2,unentschieden,5,1,6,4,8,2,3,7,1,0,0,0,1,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,unentschieden,23-27,3./4. Semester,Ich arbeite nicht,3,Ja,3,3,3,3,3,3,3,unentschieden,7,2,8,4,6,1,3,5,0,0,1,0,1,0,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,militaer,28-34,3./4. Semester,Anderes,5,Ja,3,2,5,5,1,1,1,unentschieden,3,2,4,6,7,1,8,5,0,0,0,0,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,23-27,1./2. Semester,Elektrotechnik,5,Nein,5,1,5,5,3,1,1,militaer,1,6,8,3,7,5,2,4,0,0,0,1,1,0,0,0,0,0
student,weiblich,deutsch,Elektrotechnik,zivil,23-27,1./2. Semester,Elektrotechnik,3,Nein,5,5,1,1,5,5,1,zivil,1,3,8,6,7,2,5,4,0,0,0,0,0,0,0,0,0,1
student,maennlich,deutsch,Elektrotechnik,zivil,18-22,1./2. Semester,Ich arbeite nicht,2,Nein,1,3,1,1,4,5,3,unentschieden,3,4,1,5,7,8,2,6,0,0,0,1,0,1,0,0,1,0
student,weiblich,deutsch,Elektrotechnik,unentschieden,18-22,1./2. Semester,Elektrotechnik,3,Nein,3,3,3,4,3,3,3,militaer,3,2,6,4,8,1,7,5,1,0,0,0,1,0,0,1,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,18-22,1./2. Semester,Anderes,1,Nein,2,5,1,1,5,5,5,zivil,3,6,4,5,2,1,7,8,0,0,0,0,0,1,1,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Elektrotechnik,3,Nein,4,3,4,4,1,1,1,militaer,3,2,7,5,8,1,6,4,1,1,1,0,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,militaer,18-22,1./2. Semester,Ich arbeite nicht,3,Nein,4,4,4,4,2,3,3,militaer,2,5,4,6,8,1,7,3,1,0,1,1,1,1,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,23-27,3./4. Semester,Ich arbeite nicht,3,Nein,1,5,1,1,5,5,2,zivil,1,5,7,4,3,6,8,2,0,0,0,0,0,1,1,0,0,0
student,maennlich,deutsch,Maschinenbau,militaer,23-27,3./4. Semester,Maschinenbau und Produktion,5,Nein,1,3,4,5,1,1,1,militaer,1,5,8,6,7,4,2,3,0,0,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,23-27,3./4. Semester,Anderes,1,Weiß ich nicht,1,5,1,1,5,5,3,zivil,4,7,5,2,1,6,3,8,0,0,0,0,0,1,1,0,0,0
student,weiblich,deutsch,Wirtschaftsinformatik,zivil,18-22,1./2. Semester,Informatik / Software Engineering,1,Nein,2,3,1,1,3,3,2,unentschieden,4,2,7,5,6,3,1,8,1,0,0,0,0,1,0,0,0,0
student,maennlich,deutsch,Informatik,militaer,18-22,3./4. Semester,Informatik / Software Engineering,5,Weiß ich nicht,5,1,4,4,2,2,2,militaer,2,6,8,5,7,4,3,1,0,0,0,0,1,0,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,unentschieden,18-22,1./2. Semester,Anderes,5,Nein,1,1,3,3,3,1,3,militaer,1,4,7,2,8,3,6,5,0,0,0,1,0,0,0,0,1,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Anderes,1,Weiß ich nicht,3,4,5,5,3,2,1,militaer,3,8,5,6,2,1,7,4,1,1,0,0,1,0,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Informatik / Software Engineering,4,Weiß ich nicht,4,4,5,5,4,1,2,militaer,3,2,7,4,8,1,6,5,0,0,1,1,1,0,0,0,0,0
student,weiblich,deutsch,Wirtschaftsinformatik,zivil,18-22,1./2. Semester,Informatik / Software Engineering,1,Nein,2,4,1,2,4,5,3,unentschieden,1,3,7,8,5,2,4,6,0,0,0,0,0,1,1,0,0,0
student,weiblich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Anderes,1,Weiß ich nicht,4,4,4,2,4,4,2,unentschieden,3,6,7,5,8,2,4,1,0,0,1,1,0,0,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Informatik / Software Engineering,4,Nein,3,4,4,5,1,1,1,militaer,1,4,6,5,8,2,7,3,1,0,1,0,1,0,0,0,0,0
student,weiblich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Anderes,2,"Ja, aber nur am Rande",2,3,4,1,3,4,1,unentschieden,5,1,6,7,8,4,2,3,1,0,0,1,0,0,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,18-22,3./4. Semester,Ich arbeite nicht,1,"Ja, aber nur am Rande",2,3,1,1,1,1,1,unentschieden,1,6,4,7,8,2,5,3,0,0,0,0,0,0,0,1,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Informatik / Software Engineering,3,Weiß ich nicht,2,2,4,5,1,1,2,militaer,2,5,6,3,4,1,7,8,0,0,0,0,1,0,0,0,0,0
student,maennlich,deutsch,Informatik,militaer,28-34,1./2. Semester,Ich arbeite nicht,1,Ja,3,1,5,5,1,1,1,militaer,4,5,1,8,7,6,2,3,0,0,1,1,0,0,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,unentschieden,18-22,5./6. Semester,Anderes,4,"Ja, aber nur am Rande",2,4,3,2,3,3,2,unentschieden,4,2,5,7,6,1,8,3,0,0,0,0,1,0,0,1,0,0
student,weiblich,deutsch,Wirtschaftsinformatik,zivil,18-22,5./6. Semester,Anderes,2,Nein,2,3,1,2,4,5,3,unentschieden,3,2,5,1,8,4,6,7,0,0,0,0,0,1,1,0,0,0
student,weiblich,deutsch,Wirtschaftsinformatik,zivil,18-22,5./6. Semester,Anderes,1,Nein,1,2,1,1,5,5,1,unentschieden,1,4,3,2,8,7,6,5,0,0,0,0,0,1,1,0,0,0
student,weiblich,deutsch,International Business / BWL,unentschieden,18-22,3./4. Semester,Anderes,3,Nein,2,3,3,4,3,2,4,militaer,3,1,7,4,8,2,5,6,1,0,0,0,0,0,0,0,0,1
student,weiblich,deutsch,International Business / BWL,zivil,18-22,3./4. Semester,Ich arbeite nicht,2,"Ja, aber nur am Rande",3,4,1,1,3,5,2,unentschieden,3,6,7,1,8,2,5,4,0,0,0,0,0,1,0,1,0,0
student,maennlich,deutsch,Elektrotechnik,zivil,23-27,1./2. Semester,Elektrotechnik,4,Ja,2,5,1,1,5,5,1,zivil,8,3,2,4,5,1,6,7,0,0,0,0,0,1,0,0,0,0
student,maennlich,deutsch,Social Data Science & Communication,zivil,18-22,1./2. Semester,Ich arbeite nicht,2,"Ja, aber nur am Rande",2,4,2,3,5,4,4,unentschieden,2,3,7,4,8,1,5,6,0,0,0,1,0,1,1,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,23-27,7./8. Semester,Anderes,5,"Ja, aber nur am Rande",4,5,1,1,5,5,4,zivil,3,8,5,7,1,4,2,6,0,0,0,0,0,1,1,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,18-22,3./4. Semester,Informatik / Software Engineering,5,Nein,3,2,5,5,2,2,2,militaer,1,4,7,3,8,6,2,5,0,0,0,1,0,0,0,0,0,1
student,weiblich,deutsch,Wirtschaftsinformatik,militaer,18-22,5./6. Semester,Informatik / Software Engineering,2,Nein,4,4,4,4,2,4,3,unentschieden,2,8,6,4,7,1,5,3,1,0,0,1,0,0,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,23-27,3./4. Semester,Data Science / Data Engineering,3,Nein,4,4,5,5,1,1,1,militaer,1,4,8,2,7,3,5,6,0,0,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,23-27,3./4. Semester,Informatik / Software Engineering,5,"Ja, aber nur am Rande",5,1,5,5,1,1,1,militaer,1,4,8,6,7,5,3,2,1,0,1,1,0,0,0,1,0,1
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,23-27,3./4. Semester,Informatik / Software Engineering,5,Nein,3,3,5,5,1,1,3,militaer,3,1,7,2,6,8,5,4,1,1,1,1,1,0,0,0,0,0
student,maennlich,deutsch,Informatik,militaer,18-22,3./4. Semester,Ich arbeite nicht,1,"Ja, aber nur am Rande",1,3,5,5,1,1,1,unentschieden,2,3,4,6,7,1,5,8,1,0,0,0,1,1,0,0,0,0
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,18-22,1./2. Semester,Informatik / Software Engineering,3,"Ja, aber nur am Rande",3,3,4,4,2,2,2,militaer,3,6,7,1,8,2,4,5,0,0,0,1,1,0,0,1,0,1
student,maennlich,deutsch,International Business / BWL,militaer,18-22,1./2. Semester,Anderes,4,"Ja, aber nur am Rande",3,2,5,5,2,2,2,militaer,1,6,7,3,8,5,4,2,0,1,0,1,1,0,0,0,0,1
student,maennlich,deutsch,Wirtschaftsinformatik,militaer,23-27,1./2. Semester,Anderes,3,"Ja, aber nur am Rande",2,2,5,4,1,1,1,militaer,1,6,8,5,7,4,3,2,0,0,0,1,1,0,0,0,0,0
student,maennlich,deutsch,Informatik,militaer,28-34,1./2. Semester,Ich arbeite nicht,3,Nein,3,1,5,5,5,3,4,militaer,1,3,8,2,7,6,5,4,0,0,0,1,0,0,0,0,0,0
student,maennlich,deutsch,International Business / BWL,militaer,18-22,1./2. Semester,Anderes,4,Weiß ich nicht,3,2,5,5,4,1,3,militaer,4,1,8,6,7,2,3,5,1,1,1,1,1,0,0,0,0,0
student,weiblich,deutsch,International Business / BWL,militaer,18-22,1./2. Semester,Anderes,4,Ja,3,5,4,3,1,1,4,militaer,5,7,1,4,6,8,2,3,1,0,1,0,0,0,0,0,1,1
student,weiblich,deutsch,International Business / BWL,militaer,23-27,1./2. Semester,Anderes,5,Nein,2,3,5,5,1,1,1,militaer,3,2,7,6,8,1,5,4,0,0,0,0,0,0,0,0,0,0
student,weiblich,deutsch,International Business / BWL,zivil,18-22,7./8. Semester,Anderes,2,Ja,5,5,2,5,4,5,4,unentschieden,4,3,1,6,2,5,8,7,0,0,1,1,0,1,0,0,0,0
student,weiblich,deutsch,International Business / BWL,militaer,23-27,1./2. Semester,Anderes,4,Nein,4,2,5,5,2,1,5,militaer,1,2,7,3,8,6,4,5,1,1,0,1,1,0,0,0,0,0
